AREA_CONGEST_LVL,MALE_PPLTN_RATE,FEMALE_PPLTN_RATE,PPLTN_RATE_0,PPLTN_RATE_10,PPLTN_RATE_20,PPLTN_RATE_30,PPLTN_RATE_40,PPLTN_RATE_50,PPLTN_RATE_60,PPLTN_RATE_70,RESNT_PPLTN_RATE,PPLTN_TIME,TEMP,SENSIBLE_TEMP,HUMIDITY,PRECIPITATION,UV_INDEX_LVL,PM25,PM10,GU_CONFIRMED,GU_ADDED,CONFIRMED,ADDED,DIED,T_DIED,장소명
여유,50.1,49.9,0.6,7.7,13.1,13.3,24.3,20,15,6,11.3,2023-02-19 8:45,3.2,4.6,93,-,0,35,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,51.4,48.6,0.3,4.1,18.9,20.7,18.3,18.8,12.3,6.7,19.9,2023-02-19 8:45,3.6,3.4,95,-,0,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,48.2,51.8,0.9,6.7,12.5,17.7,19,19.6,14.7,9,18.3,2023-02-19 8:45,3.2,4.6,93,-,0,45,53,203813,68,5906396,1980,6322,3,뚝섬한강공원
여유,52.3,47.7,0.2,6,15,17.3,20.6,19.6,13.6,7.6,18.4,2023-02-19 8:45,3.9,5.3,91,-,0,35,38,219515,69,5906396,1980,6322,3,망원한강공원
여유,51.6,48.4,0.8,8.8,11.5,15.7,21,21.4,15.8,5,3.8,2023-02-19 8:45,4.1,4.5,100,-,0,43,51,232255,72,5906396,1980,6322,3,반포한강공원
여유,47.3,52.7,0.7,6.1,10.8,16.3,18,19.7,16.3,12.3,35.1,2023-02-19 8:45,3.7,5.7,86,-,0,28,40,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,53.1,46.9,1.1,7,14.1,18.5,17.7,21.3,14.7,5.7,21.8,2023-02-19 8:45,4,5.5,92,-,0,43,51,159254,49,5906396,1980,6322,3,서울대공원
여유,53.1,46.9,0.7,9.4,12.2,17.7,18.5,19.6,15.7,6.1,12.5,2023-02-19 8:45,3.2,4.6,93,-,0,37,56,168426,63,5906396,1980,6322,3,서울숲공원
여유,51.4,48.6,0.6,7.9,11.2,15.1,22.6,18.7,14.5,9.3,7.8,2023-02-19 8:45,4.2,4.7,89,-,0,35,38,219515,69,5906396,1980,6322,3,월드컵공원
여유,49.9,50.1,0.3,5.5,11.3,16.8,24.3,19.1,13.4,9.3,11.7,2023-02-19 8:45,3.9,5.3,91,-,0,35,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,57.4,42.6,0.3,7.6,7.6,15,31,22.9,10.1,5.5,5.6,2023-02-19 8:45,3.5,5.3,91,-,0,32,44,386243,126,5906396,1980,6322,3,잠실종합운동장
여유,54.2,45.8,0.6,10.3,11.5,13.4,26.5,19.3,12.6,5.7,11.2,2023-02-19 8:45,3.5,6.1,86,~1mm,0,32,44,386243,126,5906396,1980,6322,3,잠실한강공원
여유,50.9,49.1,0.3,8,20.4,23.9,20.2,16.2,8.1,3,14.6,2023-02-19 9:00,4.1,5.5,92,-,0,37,51,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,51.3,48.7,0.1,4.5,19.9,21,18.7,17,12.1,6.7,13.6,2023-02-19 9:00,3.7,3.6,95,-,0,43,55,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,50.7,49.3,0.7,4.7,20.3,23.4,20.3,16.3,9.8,4.5,12.3,2023-02-19 9:00,3.7,3.6,95,-,0,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,50.3,49.7,1,3,23.2,23.5,17.3,13.8,10.6,7.7,27.2,2023-02-19 9:00,3.4,4.7,93,-,0,35,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,48.5,51.5,0.6,13.6,18.8,20.8,16.6,13.8,10.2,5.6,16.9,2023-02-19 9:00,3.7,5.5,85,~1mm,0,32,44,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,55.3,44.7,0.3,6.1,21,17.1,16.4,18.7,12.6,7.8,15.8,2023-02-19 9:00,3.7,3.6,95,-,0,43,55,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,48.5,51.5,0.2,6.6,31.1,22,14.6,12.6,7.5,5.5,19.6,2023-02-19 9:00,4.1,5.8,91,-,0,35,38,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,47.4,52.6,0.4,6.3,12.5,17.7,20.3,18.6,13,11.1,28.8,2023-02-19 9:00,3.7,3.6,95,-,0,43,55,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,50.6,49.4,0.6,4.6,14.7,19.4,24.4,17.8,11,7.5,15.3,2023-02-19 9:00,3.7,3.6,95,-,0,43,55,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,52.3,47.7,0.2,6.3,22.1,17,16.4,18.4,11.9,7.6,20.4,2023-02-19 9:00,3.7,3.6,95,-,0,43,55,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,58.7,41.3,0.3,3.2,19.2,21.1,19,19,12.3,5.9,18.5,2023-02-19 9:00,3.7,4.5,89,-,0,41,58,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,53.4,46.6,0.2,7.3,26.4,24.4,17.9,12.4,7.2,4.1,15.2,2023-02-19 9:00,4.1,5.5,92,-,0,43,51,300428,106,5906396,1980,6322,3,강남역
여유,49.1,50.9,0.2,4.5,32.9,17.4,12.7,13.8,10.2,8.2,21,2023-02-19 9:00,3.4,4.7,93,-,0,45,53,203813,68,5906396,1980,6322,3,건대입구역
여유,47.3,52.7,0.4,10,20.2,14.2,19.7,16.5,12.3,6.7,11.8,2023-02-19 9:00,4.2,4.4,100,-,0,43,51,232255,72,5906396,1980,6322,3,고속터미널역
여유,47.2,52.8,0,8.4,21.6,19.5,20.3,15.5,8.6,6.1,16.6,2023-02-19 9:00,4.1,5.5,92,-,0,43,51,232255,72,5906396,1980,6322,3,교대역
여유,54.5,45.5,0.4,2.6,19.8,25.6,20.3,15.3,10.4,5.6,24.2,2023-02-19 9:00,3.7,4.5,89,-,0,41,58,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,54.2,45.8,0.8,5.1,20.4,21.5,20.3,16.6,10.9,4.4,14.5,2023-02-19 9:00,3.7,3.6,95,-,0,0,0,70984,17,5906396,1980,6322,3,서울역
여유,50.1,49.9,0.4,9.8,18.1,22.5,21.6,14.5,8.4,4.7,20.1,2023-02-19 9:00,4.1,5.5,92,-,0,37,51,300428,106,5906396,1980,6322,3,선릉역
여유,46.3,53.7,0,6.9,21.1,18.6,16.4,16,14.2,6.7,13.9,2023-02-19 9:00,1.9,3,89,-,0,37,49,236569,67,5906396,1980,6322,3,신도림역
여유,54.5,45.5,0.1,5,37.3,22.7,12.3,10.5,7.7,4.4,15.9,2023-02-19 9:00,1.9,3,89,-,0,34,54,292521,110,5906396,1980,6322,3,신림역
여유,45.8,54.2,0,6.5,52.6,16.5,7.8,7.7,5.6,3.3,16.5,2023-02-19 9:00,4.1,5.8,91,-,0,33,47,219515,69,5906396,1980,6322,3,신촌·이대역
여유,55,45,0.2,4.5,25.9,25,19.6,13.3,6.9,4.5,18.4,2023-02-19 9:00,4.1,5.5,92,-,0,37,51,300428,106,5906396,1980,6322,3,역삼역
여유,49.2,50.8,0.1,4,19.9,19,14.9,16.1,14.6,11.4,16.9,2023-02-19 9:00,3.4,5.1,91,-,0,34,44,267491,86,5906396,1980,6322,3,연신내역
여유,50,50,0.6,5.1,19.5,23.6,19.1,15.1,11.2,5.8,15.2,2023-02-19 9:00,3.4,4.7,93,-,0,35,41,121588,23,5906396,1980,6322,3,용산역
여유,49.4,50.6,0.1,7.2,31.6,16.8,12.7,13.5,10.3,7.9,17.1,2023-02-19 9:00,3.4,4.7,93,-,0,37,56,168426,63,5906396,1980,6322,3,왕십리역
여유,51.5,48.5,0.6,6.5,20.1,21.6,20.3,16,10.7,4.2,22.4,2023-02-19 9:00,4.2,4.7,87,-,0,35,38,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,48.4,51.6,0.5,6.9,16.9,15.4,16.2,18.4,15.4,10.4,25.5,2023-02-19 9:00,4.1,5,86,-,0,30,43,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,54.3,45.7,0.3,5.4,33.3,18.7,13.3,13.4,8.8,6.8,19.8,2023-02-19 9:00,1.9,3,89,-,0,45,52,232386,67,5906396,1980,6322,3,노량진
여유,49.6,50.4,0.4,4.8,18,16.2,18,19.4,13.3,10,36.4,2023-02-19 9:00,3.7,3.6,95,-,0,38,52,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,48.7,51.3,0.2,7.9,13.1,14.8,15.9,20.7,14.7,12.7,42.1,2023-02-19 9:00,3.7,3.6,95,-,0,43,55,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,48.6,51.4,0.3,5.5,17.2,19.8,19.4,16,11.6,10.1,19.5,2023-02-19 9:00,3.4,4.7,93,-,0,37,51,300428,106,5906396,1980,6322,3,가로수길
여유,58,42,0,4.5,23.2,20.8,16.4,17.2,12.3,5.6,21,2023-02-19 9:00,3.4,4.7,93,-,0,37,56,168426,63,5906396,1980,6322,3,성수카페거리
여유,49.3,50.7,0.3,5.2,20.8,16.4,14.8,16.6,14.1,11.8,30.3,2023-02-19 9:00,3.8,5.1,85,-,0,28,40,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,47.7,52.3,0.2,6,17.6,16.1,15.7,18.1,14.5,11.7,24.5,2023-02-19 9:00,3.8,5.1,85,-,0,30,43,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,46.2,53.8,0.3,4.9,22.2,22,18.9,14.5,10.4,6.8,20.2,2023-02-19 9:00,3.4,4.7,93,-,0,37,51,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,51.2,48.8,0.5,5.9,11.7,17.8,19.6,18.4,14.2,11.8,20.3,2023-02-19 9:00,4.1,5.8,91,-,0,37,49,238321,60,5906396,1980,6322,3,여의도
여유,51,49,0.3,5.6,30.8,22.7,13,13,9.9,4.8,13.7,2023-02-19 9:00,4.1,5.8,91,-,0,37,49,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,56.2,43.8,0.3,4.1,26,20.5,17.8,13.6,10.6,7.1,15.4,2023-02-19 9:00,3.7,3.6,95,-,0,43,55,78986,30,5906396,1980,6322,3,인사동·익선동
여유,47.8,52.2,0.2,10.2,12.7,18.9,25.5,17.9,9.5,5.1,9.3,2023-02-19 9:00,3.4,4.7,93,-,0,35,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,50.9,49.1,0.4,5.4,19,20.5,18.6,17.5,11.6,7,19.1,2023-02-19 9:00,3.7,3.6,95,-,0,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,52.2,47.8,0.6,5.5,11.4,18.1,20.7,20.2,15.1,8.5,18.6,2023-02-19 9:00,3.4,4.7,93,-,0,45,53,203813,68,5906396,1980,6322,3,뚝섬한강공원
여유,52.7,47.3,0.3,5.2,13.7,19.9,20.7,17.4,13.3,9.6,17.5,2023-02-19 9:00,4.1,5.8,91,-,0,35,38,219515,69,5906396,1980,6322,3,망원한강공원
여유,53.2,46.8,0.8,6.2,11.1,15,25.8,23.1,12.3,5.9,3,2023-02-19 9:00,4.2,4.4,100,-,0,43,51,232255,72,5906396,1980,6322,3,반포한강공원
여유,47.3,52.7,0.5,5.7,11.9,16.7,17.6,20.2,16,11.5,32.9,2023-02-19 9:00,3.8,5.1,85,-,0,28,40,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,52,48,0.6,7,12.8,18,15.6,21.4,17.1,7.5,22.1,2023-02-19 9:00,4.1,5.5,92,-,0,43,51,159254,49,5906396,1980,6322,3,서울대공원
여유,51.8,48.2,0.5,7.4,13,17,18.7,21.8,14.7,6.9,12.7,2023-02-19 9:00,3.4,4.7,93,-,0,37,56,168426,63,5906396,1980,6322,3,서울숲공원
여유,54,46,0.5,6.9,11.9,13.7,21.4,21.4,13.9,10.3,7.5,2023-02-19 9:00,4.2,4.7,87,-,0,35,38,219515,69,5906396,1980,6322,3,월드컵공원
여유,50.3,49.7,0.3,6.9,9.4,17.5,20.9,21.6,14.4,9.1,13.8,2023-02-19 9:00,4.1,5.8,91,-,0,35,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,60.8,39.2,0.6,6.4,9.9,14.7,31.2,23.4,9.5,4.3,6,2023-02-19 9:00,3.6,5,92,-,0,32,44,386243,126,5906396,1980,6322,3,잠실종합운동장
여유,51.9,48.1,1.2,10.1,10.3,12.7,28.8,19,12.7,5.2,10.8,2023-02-19 9:00,3.7,5.5,85,~1mm,0,32,44,386243,126,5906396,1980,6322,3,잠실한강공원
여유,52.7,47.3,0.2,7.1,21.5,25.6,19.1,16.5,7.8,2.2,14.6,2023-02-19 9:05,4,4.8,91,-,0,37,51,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,49.8,50.2,0.2,4.5,19.6,22.5,18.7,17.7,10.3,6.5,14.6,2023-02-19 9:05,3.8,3.7,94,-,0,43,55,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,51,49,0.6,5.2,20,23.6,20.7,16.4,9.3,4.3,12.9,2023-02-19 9:05,3.8,3.7,94,-,0,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,49.6,50.4,0.6,2.6,23.7,25.3,16.8,13.7,10.4,6.9,26.8,2023-02-19 9:05,4,5,91,-,0,35,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,48.2,51.8,0.6,14.1,18.6,21,17,13.4,9.7,5.6,16.6,2023-02-19 9:05,3.9,4.6,84,~1mm,0,32,44,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,56.9,43.1,0.4,5.6,22.3,17.2,15.7,18.5,13,7.3,16.3,2023-02-19 9:05,3.8,3.7,94,-,0,43,55,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,47.9,52.1,0.1,7.2,32,22.3,14.7,11.1,7.2,5.4,19,2023-02-19 9:05,4.3,5.4,87,-,0,35,38,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,47.2,52.8,0.6,6.9,12.6,18.3,20.3,17.5,12.1,11.7,29.6,2023-02-19 9:05,3.8,3.7,94,-,0,43,55,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,50.6,49.4,0.4,4,16.5,20.3,22.3,17.5,10.9,8.2,15.3,2023-02-19 9:05,3.8,3.7,94,-,0,43,55,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,53.2,46.8,0.3,6.2,21.7,18.1,16.5,17.2,12.4,7.6,19.3,2023-02-19 9:05,3.8,3.7,94,-,0,43,55,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,57.7,42.3,0.3,3.1,20.8,21.5,18.6,17.7,12.6,5.5,18.3,2023-02-19 9:05,3.9,4.4,85,-,0,41,58,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,52.6,47.4,0.1,6.8,28.3,24.5,17.2,11.4,7.4,4.3,14.9,2023-02-19 9:05,4,4.8,91,-,0,43,51,300428,106,5906396,1980,6322,3,강남역
여유,48.9,51.1,0.3,5.6,33.4,17.7,12.8,12.7,9.9,7.6,19.7,2023-02-19 9:05,4,5,91,-,0,45,53,203813,68,5906396,1980,6322,3,건대입구역
여유,47,53,0.5,8.4,19.7,14.9,19.8,17.6,12.6,6.5,12.1,2023-02-19 9:05,4.5,5.3,99,-,0,43,51,232255,72,5906396,1980,6322,3,고속터미널역
여유,46.9,53.1,0,8.9,19.3,19.7,22.1,15.3,8.9,5.8,15.4,2023-02-19 9:05,4,4.8,91,-,0,43,51,232255,72,5906396,1980,6322,3,교대역
여유,54.7,45.3,0.3,2.7,21.2,26.7,18.7,15.3,9.1,6,23,2023-02-19 9:05,3.9,4.4,85,-,0,41,58,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,53,47,0.7,4.6,20.1,23.1,20.8,16.1,10.3,4.1,14.7,2023-02-19 9:05,3.8,3.7,94,-,0,0,0,70984,17,5906396,1980,6322,3,서울역
여유,50.5,49.5,0.2,8.4,19.5,23,22.1,14.5,8.1,4.2,20.7,2023-02-19 9:05,4,4.8,91,-,0,37,51,300428,106,5906396,1980,6322,3,선릉역
여유,47.3,52.7,0,5.5,20.9,19.1,17.2,16.9,14.1,6.4,15.4,2023-02-19 9:05,2.2,2.2,85,-,0,37,49,236569,67,5906396,1980,6322,3,신도림역
여유,53.7,46.3,0,4.4,37.8,24,12.7,10,7.5,3.6,16.2,2023-02-19 9:05,2.2,2.2,85,-,0,34,54,292521,110,5906396,1980,6322,3,신림역
여유,45,55,0.1,6.4,53.2,16.1,7.8,8,5.3,3.2,17.1,2023-02-19 9:05,4.3,5.4,87,-,0,33,47,219515,69,5906396,1980,6322,3,신촌·이대역
여유,54.4,45.6,0.1,4.6,27.6,26.3,19.2,12.1,6.3,3.9,18.7,2023-02-19 9:05,4,4.8,91,-,0,37,51,300428,106,5906396,1980,6322,3,역삼역
여유,48.5,51.5,0.2,4,21.9,17.4,14.8,16.6,14,11.2,15.7,2023-02-19 9:05,3.6,5.6,90,-,0,34,44,267491,86,5906396,1980,6322,3,연신내역
여유,48.9,51.1,0.6,5.2,20.7,23.1,19.3,16.2,9.4,5.5,14.2,2023-02-19 9:05,4,5,91,-,0,35,41,121588,23,5906396,1980,6322,3,용산역
여유,47.5,52.5,0.2,7.1,34.3,18,12.1,12.6,8.7,7,17.4,2023-02-19 9:05,4,5,91,-,0,37,56,168426,63,5906396,1980,6322,3,왕십리역
여유,49.5,50.5,0.4,6.2,21,21.2,19.9,16.2,10.5,4.5,23.7,2023-02-19 9:05,4.1,4.1,85,-,0,35,38,219515,69,5906396,1980,6322,3,DMC(디지털미디어시티)
여유,47.6,52.4,0.4,6.6,16.9,16.1,16.2,18.9,15.2,9.7,26,2023-02-19 9:05,4.3,4.5,84,-,0,30,43,299133,105,5906396,1980,6322,3,창동 신경제 중심지
여유,53,47,0.3,5,35.6,19.2,12.2,12.5,8.7,6.4,18.4,2023-02-19 9:05,2.2,2.2,85,-,0,45,52,232386,67,5906396,1980,6322,3,노량진
여유,50.4,49.6,0.7,4.2,20.3,16.6,16.5,19.6,11.6,10.4,33.9,2023-02-19 9:05,3.8,3.7,94,-,0,38,52,78986,30,5906396,1980,6322,3,낙산공원·이화마을
여유,48.6,51.4,0.5,7.1,12.9,16.3,17.2,18.8,14,13.1,41.1,2023-02-19 9:05,3.8,3.7,94,-,0,43,55,78986,30,5906396,1980,6322,3,북촌한옥마을
여유,48.7,51.3,0.3,6.3,17.1,21.3,19.1,15.7,11,9.2,19.6,2023-02-19 9:05,4,5,91,-,0,37,51,300428,106,5906396,1980,6322,3,가로수길
여유,53.7,46.3,0,4.9,26.1,22.5,13.2,16.3,11.1,5.9,22.6,2023-02-19 9:05,4,5,91,-,0,37,56,168426,63,5906396,1980,6322,3,성수카페거리
여유,50.3,49.7,0.4,5.2,22.8,16.1,15.1,15.5,13.7,11.2,28.9,2023-02-19 9:05,4,5.4,82,-,0,28,40,159254,49,5906396,1980,6322,3,수유리 먹자골목
여유,46.2,53.8,0.3,5.4,18.3,16.9,16.4,17.4,14.5,10.6,24.5,2023-02-19 9:05,4,5.4,82,-,0,30,43,172706,60,5906396,1980,6322,3,쌍문동 맛집거리
여유,43.9,56.1,0.3,5.2,23.2,22.2,18.9,14.3,9.3,6.6,21.7,2023-02-19 9:05,4,5,91,-,0,37,51,300428,106,5906396,1980,6322,3,압구정로데오거리
여유,51.4,48.6,0.5,5.4,12.9,19.1,20,17.3,13.1,11.8,20,2023-02-19 9:05,4.3,5.4,87,-,0,37,49,238321,60,5906396,1980,6322,3,여의도
여유,51,49,0.1,4.9,30.3,23.1,12.6,13.1,10.3,5.5,13.3,2023-02-19 9:05,4.3,5.4,87,-,0,37,49,238321,60,5906396,1980,6322,3,영등포 타임스퀘어
여유,56.1,43.9,0.3,4.7,27,20.2,17.1,14,10,6.7,14.2,2023-02-19 9:05,3.8,3.7,94,-,0,43,55,78986,30,5906396,1980,6322,3,인사동·익선동
여유,50.7,49.3,0.8,9.6,14.4,18,24.9,18.8,9.8,3.7,10,2023-02-19 9:05,4,5,91,-,0,35,41,121588,23,5906396,1980,6322,3,국립중앙박물관·용산가족공원
여유,49.5,50.5,0.6,5.3,18.9,21.2,19,16.4,12,6.6,18.6,2023-02-19 9:05,3.8,3.7,94,-,0,0,0,121588,23,5906396,1980,6322,3,남산공원
여유,48.8,51.2,0.4,5.4,13.7,19,18.5,19.4,14.6,8.9,16.9,2023-02-19 9:05,4,5,91,-,0,45,53,203813,68,5906396,1980,6322,3,뚝섬한강공원
여유,52.4,47.6,0.5,5.4,13.9,19.7,20,18.6,13.3,8.8,17.1,2023-02-19 9:05,4.3,5.4,87,-,0,35,38,219515,69,5906396,1980,6322,3,망원한강공원
여유,56.4,43.6,0.4,10.2,9.8,16.4,26.4,20.4,11.7,4.7,3.2,2023-02-19 9:05,4.5,5.3,99,-,0,43,51,232255,72,5906396,1980,6322,3,반포한강공원
여유,47.2,52.8,0.5,5.5,12,17.2,18,19.1,15.6,12,33.6,2023-02-19 9:05,4,5.4,82,-,0,28,40,159254,49,5906396,1980,6322,3,북서울꿈의숲
여유,53.2,46.8,0.5,9.3,14.6,15.1,15.6,22.2,15.5,7.3,20.5,2023-02-19 9:05,4,4.8,91,-,0,43,51,159254,49,5906396,1980,6322,3,서울대공원
여유,52.4,47.6,0.4,7.2,12.9,19.6,19.6,19.7,14.2,6.5,14.2,2023-02-19 9:05,4,5,91,-,0,37,56,168426,63,5906396,1980,6322,3,서울숲공원
여유,51.6,48.4,0.7,8.8,11.5,14.1,22.5,19.2,14.2,9,7.6,2023-02-19 9:05,4.1,4.1,85,-,0,35,38,219515,69,5906396,1980,6322,3,월드컵공원
여유,49,51,0.6,6.9,12.1,14.3,20.8,22.9,13.7,8.6,10.9,2023-02-19 9:05,4.3,5.4,87,-,0,35,41,121588,23,5906396,1980,6322,3,이촌한강공원
여유,59.4,40.6,0.9,7.6,10,15.8,28.4,22.6,10.2,4.5,6.4,2023-02-19 9:05,3.8,4.8,93,-,0,32,44,386243,126,5906396,1980,6322,3,잠실종합운동장
여유,50.2,49.8,0.7,10.1,12.7,15.1,24.6,17.3,13.9,5.6,12.6,2023-02-19 9:05,3.9,4.6,84,~1mm,0,32,44,386243,126,5906396,1980,6322,3,잠실한강공원
여유,50.7,49.3,0.1,7.1,22.4,27,19.1,14.8,7.5,2,16,2023-02-19 9:10,4,4.8,91,-,0,37,51,300428,106,5906396,1980,6322,3,강남 MICE 관광특구
여유,49.9,50.1,0.2,3.6,20,23,18.6,16.1,11.2,7.3,13.4,2023-02-19 9:10,3.8,3.7,94,-,0,43,55,70984,17,5906396,1980,6322,3,동대문 관광특구
여유,51.3,48.7,0.7,5.5,20,22.5,19.5,16.9,10.4,4.5,13.1,2023-02-19 9:10,3.8,3.7,94,-,0,0,0,70984,17,5906396,1980,6322,3,명동 관광특구
여유,51.2,48.8,0.5,2.8,23.8,24,17.5,13,10.9,7.6,28.3,2023-02-19 9:10,4,5,91,-,0,35,41,121588,23,5906396,1980,6322,3,이태원 관광특구
여유,48.6,51.4,0.7,15.1,18.3,19.9,17.2,13.8,9.3,5.6,16.6,2023-02-19 9:10,3.9,4.6,84,~1mm,0,32,44,386243,126,5906396,1980,6322,3,잠실 관광특구
여유,55,45,0.4,5.7,23,16.6,15.7,18.1,12.6,7.9,15.6,2023-02-19 9:10,3.8,3.7,94,-,0,43,55,78986,30,5906396,1980,6322,3,종로·청계 관광특구
여유,47.6,52.4,0.2,7.2,31.4,21.8,14.4,12.2,7.4,5.4,18.8,2023-02-19 9:10,4.3,5.4,87,-,0,35,38,219515,69,5906396,1980,6322,3,홍대 관광특구
여유,47.8,52.2,0.5,6.4,13.1,18.2,20,17.8,13,11,28.6,2023-02-19 9:15,3.8,3.7,94,-,0,43,55,78986,30,5906396,1980,6322,3,경복궁·서촌마을
여유,49.7,50.3,0.5,5.7,14.9,19.1,23.5,17.3,11.1,7.8,14.3,2023-02-19 9:15,3.8,3.5,93,-,0,43,55,78986,30,5906396,1980,6322,3,광화문·덕수궁
여유,51.2,48.8,0.4,6.7,21.6,17.6,16.3,18,11,8.4,20.1,2023-02-19 9:15,3.8,3.5,93,-,0,43,55,78986,30,5906396,1980,6322,3,창덕궁·종묘
여유,57.1,42.9,0.2,3.2,20.5,20.4,18.4,19.7,11.9,5.6,16.4,2023-02-19 9:15,3.8,4.1,82,-,0,41,58,133944,43,5906396,1980,6322,3,가산디지털단지역
여유,51,49,0.1,6.6,27,24.8,17.6,12.3,7.1,4.5,15,2023-02-19 9:15,4,4.7,89,-,0,43,51,300428,106,5906396,1980,6322,3,강남역
여유,48.2,51.8,0.2,4.6,31.6,17.7,13.9,14.1,9.9,7.9,20,2023-02-19 9:15,4.3,4.6,88,-,0,45,53,203813,68,5906396,1980,6322,3,건대입구역
여유,46.5,53.5,0.5,9.2,21,15.7,18.1,17.4,12,6.1,11.8,2023-02-19 9:15,4.6,5.2,97,-,0,43,51,232255,72,5906396,1980,6322,3,고속터미널역
여유,48.2,51.8,0.1,7.7,16.8,19.2,21.7,16.3,10.9,7.3,14.7,2023-02-19 9:15,4,4.7,89,-,0,43,51,232255,72,5906396,1980,6322,3,교대역
여유,55.7,44.3,0.4,2.4,19.1,27.6,19.8,14.9,9.8,6,23.5,2023-02-19 9:15,3.8,4.1,82,-,0,41,58,236569,67,5906396,1980,6322,3,구로디지털단지역
여유,53,47,1,6,19.2,23,20.1,15.8,10.9,4.1,12.7,2023-02-19 9:15,3.8,3.5,93,-,0,0,0,70984,17,5906396,1980,6322,3,서울역
여유,49.7,50.3,0.3,10,18.8,22.6,22,14,8,4.4,19.5,2023-02-19 9:15,4,4.7,89,-,0,37,51,300428,106,5906396,1980,6322,3,선릉역
여유,43.9,56.1,0,5.4,20.5,19.3,16.1,15.1,13.3,10.3,14.3,2023-02-19 9:15,2.2,1.9,82,-,0,37,49,236569,67,5906396,1980,6322,3,신도림역
여유,53.5,46.5,0.2,4.5,37.4,22.9,12.4,10.4,7.8,4.4,14.9,2023-02-19 9:15,2.2,1.9,82,-,0,34,54,292521,110,5906396,1980,6322,3,신림역
여유,44.9,55.1,0,7.4,50.5,16.4,8.5,7.9,5.6,3.6,16.2,2023-02-19 9:15,4.4,4.8,84,-,0,33,47,219515,69,5906396,1980,6322,3,신촌·이대역
여유,55.6,44.4,0.3,6,26.1,24.1,19.5,13,6.9,4,18.6,2023-02-19 9:15,4,4.7,89,-,0,37,51,300428,106,5906396,1980,6322,3,역삼역
